short_app	policy_impl	cache_percentage	global_batch_size	dataset_short	Sequence	Sequence(Average) extract time	Sequence(Average) e2e time	Sequence(Average) seq duration
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	134	0.000712	0.001950	41.093941
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	135	0.000730	0.001963	41.397554
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	136	0.000721	0.001954	41.700826
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	137	0.000724	0.001959	41.997220
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	138	0.000712	0.001958	42.291738
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	139	0.000721	0.001951	42.590678
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	140	0.000733	0.001970	42.905004
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	141	0.000731	0.001970	43.200217
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	142	0.000743	0.001990	43.497842
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	143	0.000742	0.001975	43.795138
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	144	0.000757	0.002005	44.105239
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	145	0.000754	0.001979	44.408206
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	146	0.000753	0.001983	44.709921
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	147	0.000737	0.001980	45.006744
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	148	0.000742	0.001983	45.314229
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	149	0.000725	0.001972	45.613702
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	150	0.000701	0.001930	45.910203
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	151	0.000651	0.001901	46.207301
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	152	0.000654	0.001887	46.505307
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	153	0.000687	0.001938	46.791769
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	154	0.000706	0.001927	47.093695
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	155	0.000717	0.001942	47.395717
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	156	0.000727	0.001966	47.703542
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	157	0.000740	0.001982	48.002647
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	158	0.000722	0.001961	48.309080
dlrm	MPSPhaseCollAsymm	12.000000	65536	CR	159	0.000731	0.001963	48.605711
